UID,SCIENTIFIC_NAME,COMMON_NAME,NUMBER_CAUGHT,BIOMASS,COMMENTS
BOF2009001.001.B,Osmerus mordax,smelt,2,NA,NA
BOF2009001.002.B,Pseudopleuronectes americanus,winter flounder,46,NA,NA
BOF2009001.003.B,Alosa pseudoharengus,alewife,1,NA,NA
BOF2009001.004.B,Aurelia aurita,moon jelly,3408,75710,NA
BOF2009001.005.B,Clupea harengus,herring,3,NA,NA
BOF2009001.006.B,Cucumaria frondosa,orange-footed sea cucumber,264,NA,NA
BOF2009001.007.B,Chloropyhta,Chloropyhta,1,NA,NA
BOF2009001.001.B,Halichondria sp.,Halichondria sp.,1,NA,NA
BOF2009001.002.B,Hemitripterus americanus,sea raven,1,NA,NA
BOF2009001.003.B,Homarus americanus,American lobster,18,NA,NA
BOF2009001.004.B,Isodictya palmata,palmate sponge,2,NA,NA
BOF2009001.005.B,Leucoraja erinacea,little skate,3,NA,NA
BOF2009001.006.B,Merluccius bilinearis,silver hake,30,NA,NA
BOF2009001.007.B,Myoxocephalus octodecemspinosus,longhorn sculpin,6,NA,NA
BOF2009001.008.B,Osmerus mordax,smelt,13,NA,NA
BOF2009001.009.B,Pandalus borealis,northern shrimp,6125,NA,NA
BOF2009001.001.B,Placopecten magellanicus,deep sea scallop,7,NA,NA
BOF2009001.002.B,Pseudopleuronectes americanus,winter flounder,12,NA,NA
BOF2009001.003.B,Rhodophyta,Rhodophyta,1,NA,NA
BOF2009001.004.B,Scophthalmus aquosus,windowpane flounder,1,NA,NA
BOF2009001.005.B,Solaster endeca,smooth sunstar,1,NA,NA
BOF2009001.006.B,Strongylocentrotus droebachiensis,green sea urchin,9,NA,NA
BOF2009001.007.C,Alosa pseudoharengus,alewife,13,NA,NA
BOF2009001.008.C,Clupea harengus,herring,2,NA,NA
BOF2009001.009.C,Cucumaria frondosa,orange-footed sea cucumber,10,NA,NA
BOF2009001.01.C,Cyclopterus lumpus,lumpfish,2,NA,NA
BOF2009001.011.C,Gadus morhua,Atlantic cod,4,NA,NA
BOF2009001.012.C,Hemitripterus americanus,sea raven,2,NA,NA
BOF2009001.001.C,Homarus americanus,American lobster,29,NA,NA
BOF2009001.002.C,Leucoraja erinacea,little skate,20,NA,NA
BOF2009001.003.C,Leucoraja ocellata,winter skate,2,NA,NA
BOF2009001.004.C,Merluccius bilinearis,silver hake,47,NA,NA
BOF2009001.005.C,Myoxocephalus octodecemspinosus,longhorn sculpin,1,NA,NA
BOF2009001.006.C,Osmerus mordax,smelt,37,NA,NA
BOF2009001.007.C,Pseudopleuronectes americanus,winter flounder,15,NA,NA
BOF2009001.008.C,Solaster endeca,smooth sunstar,1,NA,NA
BOF2009001.009.C,Strongylocentrotus droebachiensis,green sea urchin,3,NA,NA
BOF2009001.01.C,Triglops sp.,triglops sp.,1,NA,NA
BOF2009001.011.A,Alosa pseudoharengus,alewife,2,NA,NA
BOF2009001.012.A,Amaroucium sp.,sea pork,3,NA,NA
BOF2009001.013.A,Asterias vulgaris,northern sea star,5,NA,NA
BOF2009001.014.A,Aurelia aurita,moon jelly,852,18927,NA
BOF2009001.015.A,Boltenia ovifera,stalked sea squirt,464,NA,NA
BOF2009001.016.A,Ciona intestinalis,sea vase,1,NA,NA
BOF2009001.017.A,Clupea harengus,herring,1,NA,NA
BOF2009001.018.A,Cucumaria frondosa,orange-footed sea cucumber,4,NA,NA
BOF2009001.019.A,Cyclopterus lumpus,lumpfish,1,NA,NA
BOF2009001.001.A,Didemnum sp.,colonial tunicate,1,NA,NA
BOF2009001.002.A,Gadus morhua,Atlantic cod,1,NA,NA
BOF2009001.003.A,Harmothoe imbricata,15-scale worm,1,NA,NA
BOF2009001.004.A,Henricia sanguinolenta,blood star,1,NA,NA
BOF2009001.005.A,Homarus americanus,American lobster,10,NA,NA
BOF2009001.006.A,Isodictya palmata,palmate sponge,1,NA,NA
BOF2009001.007.A,Lebbeus groenlandicus,Greenland shrimp,1,NA,NA
BOF2009001.008.A,Leucoraja erinacea,little skate,3,NA,NA
BOF2009001.009.A,Merluccius bilinearis,silver hake,13,NA,NA
BOF2009001.01.A,Osmerus mordax,smelt,12,NA,NA
BOF2009001.011.A,Pandalus montagui,Montague shrimp,155,NA,NA
BOF2009001.012.A,Placopecten magellanicus,deep sea scallop,7,NA,NA
BOF2009001.013.A,Pseudopleuronectes americanus,winter flounder,18,NA,NA
BOF2009001.014.A,Urticina felina,northern red anemone,3,NA,NA
BOF2009001.015.C,Asterias vulgaris,northern sea star,4,NA,NA
BOF2009001.016.C,Boltenia ovifera,stalked sea squirt,32,NA,NA
BOF2009001.017.C,Clupea harengus,herring,613,NA,NA
BOF2009001.018.C,Cucumaria frondosa,orange-footed sea cucumber,1,NA,NA
BOF2009001.019.C,Homarus americanus,American lobster,14,NA,NA
BOF2009001.02.C,Merluccius bilinearis,silver hake,49,NA,NA
BOF2009001.001.C,Myoxocephalus octodecemspinosus,longhorn sculpin,1,NA,NA
BOF2009001.002.C,Osmerus mordax,smelt,110,NA,NA
BOF2009001.003.C,Pandalus borealis,northern shrimp,5,NA,NA
BOF2009001.004.C,Peprilus triacanthus,butterfish,1,NA,NA
BOF2009001.005.C,Placopecten magellanicus,deep sea scallop,3,NA,NA
BOF2009001.006.C,Pseudopleuronectes americanus,winter flounder,82,NA,NA
BOF2009001.007.C,Urophycis tenuis,white hake,2,NA,NA
BOF2009001.008.B,Alosa pseudoharengus,alewife,2,NA,NA
BOF2009001.009.B,Aurelia aurita,moon jelly,74,1629,NA
BOF2009001.01.B,Clupea harengus,herring,154,NA,NA
BOF2009001.011.B,Homarus americanus,American lobster,83,NA,NA
BOF2009001.012.B,Isodictya palmata,palmate sponge,4,NA,NA
BOF2009001.013.B,Merluccius bilinearis,silver hake,1,NA,NA
BOF2009001.014.B,Osmerus mordax,smelt,36,NA,NA
BOF2009001.015.B,Pandalus borealis,northern shrimp,4,NA,NA
BOF2009001.016.B,Peprilus triacanthus,butterfish,83,NA,NA
BOF2009001.017.B,Placopecten magellanicus,deep sea scallop,3,NA,NA
BOF2009001.018.B,Pseudopleuronectes americanus,winter flounder,31,NA,NA
BOF2009001.019.B,Strongylocentrotus droebachiensis,green sea urchin,1,NA,NA
BOF2009001.02.B,Urophycis tenuis,white hake,4,NA,NA
BOF2009001.021.B,Alosa pseudoharengus,alewife,6,NA,NA
BOF2009001.022.B,Aurelia aurita,moon jelly,20,444,NA
BOF2009001.001.B,Cucumaria frondosa,orange-footed sea cucumber,345,NA,NA
BOF2009001.002.B,Hemitripterus americanus,sea raven,7,NA,NA
BOF2009001.003.B,Homarus americanus,American lobster,74,NA,NA
BOF2009001.004.B,Doryteuthis pealeii,longfin inshore squid,1,NA,NA
BOF2009001.005.B,Lebbeus groenlandicus,Greenland shrimp,1,NA,NA
BOF2009001.006.B,Leucoraja erinacea,little skate,18,NA,NA
BOF2009001.007.B,Leucoraja ocellata,winter skate,1,NA,NA
BOF2009001.008.B,Merluccius bilinearis,silver hake,91,NA,NA
BOF2009001.009.B,Myoxocephalus octodecemspinosus,longhorn sculpin,14,NA,NA
BOF2009001.01.B,Osmerus mordax,smelt,32,NA,NA
BOF2009001.011.B,Pandalus borealis,northern shrimp,9187,NA,NA
BOF2009001.012.B,Pandalus montagui,Montague shrimp,279,NA,NA
BOF2009001.013.B,Peprilus triacanthus,butterfish,5,NA,NA
BOF2009001.014.B,Placopecten magellanicus,deep sea scallop,82,NA,NA
BOF2009001.015.B,Pseudopleuronectes americanus,winter flounder,35,NA,NA
BOF2009001.016.B,Rhodophyta,Rhodophyta,1,NA,NA
BOF2009001.017.B,Scophthalmus aquosus,windowpane flounder,1,NA,NA
BOF2009001.018.B,Solaster endeca,smooth sunstar,1,NA,NA
BOF2009001.019.B,Strongylocentrotus droebachiensis,green sea urchin,14,NA,NA
BOF2009001.02.B,Urophycis tenuis,white hake,13,NA,NA
BOF2011001.021.B,Ctenodiscus crispatus,mud star,4,4,NA
BOF2011001.022.B,Cucumaria frondosa,orange-footed sea cucumber,4,1650,NA
BOF2011001.023.B,Glyptocephalus cynoglossus,witch flounder,1,13,NA
BOF2011001.024.B,Hippoglossoides platessoides,American plaice,1,77,NA
BOF2011001.025.B,Homarus americanus,American lobster,76,37188,NA
BOF2011001.026.B,Doryteuthis pealeii,longfin inshore squid,3,76,NA
BOF2011001.001.B,Isodictya palmata,palmate sponge,1,281,NA
BOF2011001.002.B,Leucoraja erinacea,little skate,1,850,NA
BOF2011001.003.B,Lunatia heros,northern moon snail,1,68,NA
BOF2011001.004.B,Merluccius bilinearis,silver hake,50,2824,NA
BOF2011001.005.B,Myoxocephalus octodecemspinosus,longhorn sculpin,39,7585,NA
BOF2011001.006.B,Osmerus mordax,smelt,100,3648,NA
BOF2011001.007.B,Pandalus borealis,northern shrimp,3104,41750,NA
BOF2011001.008.B,Peprilus triacanthus,butterfish,6,211,NA
BOF2011001.009.B,Placopecten magellanicus,deep sea scallop,4,15,NA
BOF2011001.01.B,Pseudopleuronectes americanus,winter flounder,156,14131,NA
BOF2011001.011.B,Scophthalmus aquosus,windowpane flounder,2,322,NA
BOF2011001.012.B,Urophycis tenuis,white hake,8,372,NA
BOF2011001.013.C,Alosa pseudoharengus,alewife,2,136,NA
BOF2011001.014.C,Asterias vulgaris,northern sea star,13,684,NA
BOF2011001.015.C,Aurelia aurita,moon jelly,1,89,NA
BOF2011001.016.C,Clinocardium ciliatum,Iceland cockle,1,10,NA
BOF2011001.017.C,Clupea harengus,herring,408,14770,NA
BOF2011001.018.C,Ctenodiscus crispatus,mud star,6,45,NA
BOF2011001.019.C,Cuaudina arenata,rat-tailed sea cucumber,1,25,NA
BOF2011001.02.C,Cucumaria frondosa,orange-footed sea cucumber,1,280,NA
BOF2011001.021.C,Phaeophyta,Phaeophyta,1,27,NA
BOF2011001.022.C,Henricia sanguinolenta,blood star,1,11,NA
BOF2011001.001.C,Homarus americanus,American lobster,41,20362,NA
BOF2011001.002.C,Isodictya palmata,palmate sponge,7,501,NA
BOF2011001.003.C,Leucoraja erinacea,little skate,4,1850,NA
BOF2011001.004.C,Melanogrammus aeglefinus,haddock,10,75,NA
BOF2011001.005.C,Mercenaria mercenaria,quahog,1,20,NA
BOF2011001.006.C,Merluccius bilinearis,silver hake,24,1269,NA
BOF2011001.007.C,Metridium senile,frilled anemone,8,198,NA
BOF2011001.001.C,Myoxocephalus octodecemspinosus,longhorn sculpin,5,662,NA
BOF2011001.002.C,Osmerus mordax,smelt,16,591,NA
BOF2011001.003.C,Pandalus borealis,northern shrimp,2,33,NA
BOF2011001.004.C,Pandalus montagui,Montague shrimp,38,122,NA
BOF2011001.005.C,Peprilus triacanthus,butterfish,2,17,NA
BOF2011001.006.C,Placopecten magellanicus,deep sea scallop,6,162,NA
BOF2011001.007.C,Pseudopleuronectes americanus,winter flounder,165,6112,NA
BOF2011001.008.C,Scophthalmus aquosus,windowpane flounder,2,144,NA
BOF2011001.009.C,Urophycis tenuis,white hake,1,159,NA
BOF2011001.001.A,Alosa pseudoharengus,alewife,1,59,NA
BOF2011001.002.A,Aurelia aurita,moon jelly,6,519,NA
BOF2011001.003.A,Bathypolypus arcticus,deep sea octopus,1,98,NA
BOF2011001.004.A,Boltenia ovifera,stalked sea squirt,10,109,NA
BOF2011001.005.A,Clinocardium ciliatum,Iceland cockle,2,14,NA
BOF2011001.006.A,Clupea harengus,herring,17,581,NA
BOF2011001.007.A,Cucumaria frondosa,orange-footed sea cucumber,29,10775,NA
BOF2011001.008.A,Phaeophyta,Phaeophyta,1,28,NA
BOF2011001.009.A,Halocynthia pyriformis,sea peach,2,8,NA
BOF2011001.01.A,Homarus americanus,American lobster,21,14398,NA
BOF2011001.011.A,Isodictya palmata,palmate sponge,1,815,NA
BOF2011001.012.A,Lebbeus groenlandicus,Greenland shrimp,1,1,NA
BOF2011001.001.A,Leucoraja erinacea,little skate,4,32,NA
BOF2011001.002.A,Melanogrammus aeglefinus,haddock,6,57,NA
BOF2011001.003.A,Mercenaria mercenaria,quahog,8,128,NA
BOF2011001.004.A,Merluccius bilinearis,silver hake,7,301,NA
BOF2011001.005.A,Metridium senile,frilled anemone,9,117,NA
BOF2011001.006.A,Microgadus tomcod,Atlantic tomcod,1,12,NA
BOF2011001.007.A,Myoxocephalus octodecemspinosus,longhorn sculpin,28,3336,NA
BOF2011001.008.A,Ophiopholis aculeata,daisy brittle star,2,6,NA
BOF2011001.009.A,Osmerus mordax,smelt,23,818,NA
BOF2011001.01.A,Ostreidae sp.,Ostreidae sp.,1,8,NA
BOF2011001.011.A,Pandalus montagui,Montague shrimp,40,124,NA
BOF2011001.012.A,Peprilus triacanthus,butterfish,6,83,NA
BOF2011001.013.A,Placopecten magellanicus,deep sea scallop,29,451,NA
BOF2011001.014.A,Pseudopleuronectes americanus,winter flounder,122,5536,NA
BOF2011001.015.A,Scomber scombrus,mackerel,7,915,NA
BOF2011001.016.A,Strongylocentrotus droebachiensis,green sea urchin,3,136,NA
BOF2011001.017.A,Styela clava,club tunicate,2,23,NA
BOF2011001.018.A,Triglops murrayi,moustache sculpin,6,74,NA
BOF2011001.019.A,Urophycis tenuis,white hake,1,12,NA
BOF2011001.001.A,Alosa pseudoharengus,alewife,1,29,NA
BOF2011001.002.A,Aurelia aurita,moon jelly,3,248,NA
BOF2011001.003.A,Boltenia ovifera,stalked sea squirt,5,20,NA
BOF2011001.004.A,Clupea harengus,herring,5,210,NA
BOF2011001.005.A,Cucumaria frondosa,orange-footed sea cucumber,2,820,NA
BOF2011001.006.A,Homarus americanus,American lobster,1,200,NA
BOF2011001.007.A,Metridium senile,frilled anemone,1,13,NA
BOF2011001.008.A,Pandalus montagui,Montague shrimp,8,21,NA
BOF2011001.009.A,Placopecten magellanicus,deep sea scallop,16,312,NA
BOF2011001.01.A,Pseudopleuronectes americanus,winter flounder,6,155,NA
BOF2011001.011.A,Scomber scombrus,mackerel,2,281,NA
BOF2011001.012.B,Alosa pseudoharengus,alewife,171,11751,NA
BOF2011001.013.B,Alosa sapidissima,shad,3,350,NA
BOF2011001.014.B,Asterias vulgaris,northern sea star,5,50,NA
BOF2011001.015.B,Cancer irroratus,rock crab,3,150,NA
BOF2011001.016.B,Clinocardium ciliatum,Iceland cockle,1,102,NA
BOF2011001.017.B,Clupea harengus,herring,5,258,NA
BOF2011001.018.B,Gadus morhua,Atlantic cod,1,172,NA
BOF2011001.019.B,Hemitripterus americanus,sea raven,2,741,NA
BOF2011001.02.B,Hippoglossoides platessoides,American plaice,1,28,NA
BOF2011001.001.B,Hippoglossus hippoglossus,Atlantic halibut,1,3110,NA
BOF2011001.002.B,Homarus americanus,American lobster,177,129880,NA
BOF2011001.003.B,Doryteuthis pealeii,longfin inshore squid,5,328,NA
BOF2011001.004.B,Isodictya palmata,palmate sponge,1,158,NA
BOF2011001.005.B,Leucoraja erinacea,little skate,1,306,NA
BOF2011001.006.B,Merluccius bilinearis,silver hake,41,3871,NA
BOF2011001.007.B,Microgadus tomcod,Atlantic tomcod,1,14,NA
BOF2011001.008.B,Myoxocephalus octodecemspinosus,longhorn sculpin,43,6172,NA
BOF2011001.009.B,Osmerus mordax,smelt,225,7794,NA
BOF2011001.01.B,Pandalus borealis,northern shrimp,854,11490,NA
BOF2011001.011.B,Peprilus triacanthus,butterfish,23,910,NA
BOF2011001.012.B,Placopecten magellanicus,deep sea scallop,4,14,NA
BOF2011001.013.B,Pollachius virens,pollock,1,23,NA
BOF2011001.014.B,Pseudopleuronectes americanus,winter flounder,253,20068,NA
BOF2011001.015.B,Scomber scombrus,mackerel,2,392,NA
BOF2011001.016.B,Scophthalmus aquosus,windowpane flounder,6,896,NA
BOF2011001.017.B,Strongylocentrotus droebachiensis,green sea urchin,5,75,NA
BOF2011001.018.B,Urophycis tenuis,white hake,37,1411,NA
BOF2011001.019.D,Alosa pseudoharengus,alewife,103,10819,NA
BOF2011001.02.D,Alosa sapidissima,shad,5,638,NA
BOF2011001.021.D,Clupea harengus,herring,34,1967,NA
BOF2011001.022.D,Ctenodiscus crispatus,mud star,39,214,NA
BOF2011001.001.D,Enchelyopus cimbrius,fourbeard rockling,1,52,NA
BOF2011001.002.D,Glyptocephalus cynoglossus,witch flounder,24,772,NA
BOF2011001.003.D,Hippoglossoides platessoides,American plaice,24,2573,NA
BOF2011001.004.D,Homarus americanus,American lobster,10,8594,NA
BOF2011001.005.D,Doryteuthis pealeii,longfin inshore squid,3,150,NA
BOF2011001.006.D,Isodictya palmata,palmate sponge,1,45,NA
BOF2011001.007.D,Merluccius bilinearis,silver hake,2,155,NA
BOF2011001.008.D,Myoxocephalus octodecemspinosus,longhorn sculpin,5,1300,NA
BOF2011001.009.D,Osmerus mordax,smelt,26,366,NA
BOF2011001.01.D,Pandalus borealis,northern shrimp,145,1945,NA
BOF2011001.011.D,Pandalus montagui,Montague shrimp,928,2980,NA
BOF2011001.012.D,Peprilus triacanthus,butterfish,3,182,NA
BOF2011001.013.D,Placopecten magellanicus,deep sea scallop,13,109,NA
BOF2011001.014.D,Pseudopleuronectes americanus,winter flounder,50,10796,NA
BOF2011001.015.D,Rajella bathyphilus,deepwater ray,1,6,NA
BOF2011001.016.D,Reinhardtius hippoglossoides,Greenland halibut,1,639,NA
BOF2011001.017.D,Urophycis tenuis,white hake,14,3382,NA
BOF2011001.018.B,Asterias forbesi,Forbes sea star,17,76,NA
BOF2011001.019.B,Asterias vulgaris,northern sea star,1,170,NA
BOF2011001.02.B,Clupea harengus,herring,807,8829,NA
BOF2011001.021.B,Ctenodiscus crispatus,mud star,1,22,NA
BOF2011001.022.B,Gadus morhua,Atlantic cod,2,16,NA
BOF2011001.023.B,Hemitripterus americanus,sea raven,1,316,NA
BOF2011001.024.B,Hippoglossoides platessoides,American plaice,3,302,NA
BOF2011001.025.B,Homarus americanus,American lobster,77,42938,NA
BOF2011001.026.B,Isodictya palmata,palmate sponge,9,760,NA
BOF2011001.001.B,Lebbeus groenlandicus,Greenland shrimp,2,3,NA
BOF2011001.002.B,Lepiodonotus squamatus,scale worm,1,1,NA
BOF2011001.003.B,Melanogrammus aeglefinus,haddock,33,422,NA
BOF2011001.004.B,Merluccius bilinearis,silver hake,1,84,NA
BOF2011001.005.B,Osmerus mordax,smelt,222,3623,NA
BOF2011001.006.B,Peprilus triacanthus,butterfish,3,20,NA
BOF2011001.007.B,Placopecten magellanicus,deep sea scallop,1343,6272,NA
BOF2011001.008.B,Pseudopleuronectes americanus,winter flounder,134,7223,NA
BOF2011001.009.B,Urophycis tenuis,white hake,6,110,NA
BOF2011001.01.B,Urticina felina,northern red anemone,1,12,NA
BOF2011001.011.C,Alosa pseudoharengus,alewife,24,697,NA
BOF2011001.012.C,Ascidiacea sp.,Ascidiacea sp.,4,48,NA
BOF2011001.013.C,Astarte castanea,chestnut astarte,47,470,NA
BOF2011001.014.C,Asterias forbesi,Forbes sea star,1,10,NA
BOF2011001.015.C,Asterias vulgaris,northern sea star,6,346,NA
BOF2011001.016.C,Clinocardium ciliatum,Iceland cockle,3,27,NA
BOF2011001.017.C,Clupea harengus,herring,928,12361,NA
BOF2011001.018.C,Cryptacanthodes maculatus,wrymouth,1,54,NA
BOF2011001.019.C,Homarus americanus,American lobster,57,36049,NA
BOF2011001.02.C,Doryteuthis pealeii,longfin inshore squid,1,71,NA
BOF2011001.021.C,Isodictya palmata,palmate sponge,2,97,NA
BOF2011001.022.C,Leucoraja erinacea,little skate,1,415,NA
BOF2011001.001.C,Leucoraja ocellata,winter skate,2,1190,NA
BOF2011001.002.C,Melanogrammus aeglefinus,haddock,2,18,NA
BOF2011001.003.C,Merluccius bilinearis,silver hake,10,868,NA
BOF2011001.004.C,Myoxocephalus octodecemspinosus,longhorn sculpin,6,1004,NA
BOF2011001.005.C,Osmerus mordax,smelt,24,557,NA
BOF2011001.006.C,Peprilus triacanthus,butterfish,10,630,NA
BOF2011001.007.C,Placopecten magellanicus,deep sea scallop,41,1401,NA
BOF2011001.001.C,Pseudopleuronectes americanus,winter flounder,148,4946,NA
BOF2011001.002.C,Scomber scombrus,mackerel,2,314,NA
BOF2011001.003.C,Scophthalmus aquosus,windowpane flounder,6,532,NA
BOF2011001.004.C,Urophycis tenuis,white hake,12,708,NA
BOF2011001.005.B,Agarum cribrosum,sea colander,1,10,NA
BOF2011001.006.B,Alosa pseudoharengus,alewife,378,20556,NA
BOF2011001.007.B,Ctenodiscus crispatus,mud star,18,108,NA
BOF2011001.008.B,Cucumaria frondosa,orange-footed sea cucumber,570,195700,NA
BOF2011001.009.B,Hemitripterus americanus,sea raven,14,9187,NA
BOF2011001.001.B,Hippoglossoides platessoides,American plaice,3,84,NA
BOF2011001.002.B,Homarus americanus,American lobster,366,298963,NA
BOF2011001.003.B,Doryteuthis pealeii,longfin inshore squid,2,216,NA
BOF2011001.004.B,Isodictya palmata,palmate sponge,1,50,NA
BOF2011001.005.B,Phaeophyta,Phaeophyta,1,30,NA
BOF2011001.006.B,Leucoraja erinacea,little skate,15,1473,NA
BOF2011001.007.B,Melanogrammus aeglefinus,haddock,8,293,NA
BOF2011001.008.B,Merluccius bilinearis,silver hake,56,6060,NA
BOF2011001.009.B,Myoxocephalus octodecemspinosus,longhorn sculpin,243,28917,NA
BOF2011001.01.B,Osmerus mordax,smelt,229,7264,NA
BOF2011001.011.B,Pandalus borealis,northern shrimp,187,2495,NA
BOF2011001.012.B,Pandalus montagui,Montague shrimp,279,1425,NA
BOF2011001.001.B,Peprilus triacanthus,butterfish,32,1323,NA
BOF2011001.002.B,Placopecten magellanicus,deep sea scallop,808,4557,NA
BOF2011001.003.B,Pseudopleuronectes americanus,winter flounder,412,14956,NA
BOF2011001.004.B,Scophthalmus aquosus,windowpane flounder,22,2202,NA
BOF2011001.005.B,Sebastes mentella,red fish,1,137,NA
BOF2011001.006.B,Strongylocentrotus droebachiensis,green sea urchin,36,360,NA
BOF2011001.007.B,Triglops murrayi,moustache sculpin,1,15,NA
BOF2011001.008.B,Urophycis tenuis,white hake,310,15748,NA
BOF2011001.009.B,Zoarces americanus,ocean pout,8,620,NA
BOF2012001.01.D,Hippoglossus hippoglossus,Atlantic halibut,1,3650,NA
BOF2012001.011.D,Homarus americanus,American lobster,10,5725,NA
BOF2012001.012.D,Hyas coarctatus,Atlantic lyre crab,1,20,NA
BOF2012001.013.D,Doryteuthis pealeii,longfin inshore squid,1,24,NA
BOF2012001.014.D,Lophius americanus,monkfish,1,906,NA
BOF2012001.015.D,Merluccius bilinearis,silver hake,2506,152164,NA
BOF2012001.016.D,Myoxocephalus octodecemspinosus,longhorn sculpin,5,956,NA
BOF2012001.017.D,Ophiopholis aculeata,daisy brittle star,7,20,NA
BOF2012001.018.D,Pandalus borealis,northern shrimp,167,1460,NA
BOF2012001.019.D,Pandalus montagui,Montague shrimp,332,1330,NA
BOF2012001.001.D,Placopecten magellanicus,deep sea scallop,23,173,NA
BOF2012001.002.D,Pseudopleuronectes americanus,winter flounder,65,13514,NA
BOF2012001.003.D,Urophycis tenuis,white hake,21,3203,NA
BOF2012001.004.C,Alosa pseudoharengus,alewife,199,29349,NA
BOF2012001.005.C,Asterias vulgaris,northern sea star,3,107,NA
BOF2012001.006.C,Aurelia aurita,moon jelly,24,535,NA
BOF2012001.007.C,Boltenia ovifera,stalked sea squirt,9,147,NA
BOF2012001.008.C,Cancer irroratus,rock crab,2,100,NA
BOF2012001.009.C,Clupea harengus,herring,181,6371,NA
BOF2012001.01.C,Ctenodiscus crispatus,mud star,53,306,NA
BOF2012001.011.C,Cucumaria frondosa,orange-footed sea cucumber,4,1772,NA
BOF2012001.012.C,Glyptocephalus cynoglossus,witch flounder,1,4,NA
BOF2012001.013.C,Hippoglossoides platessoides,American plaice,6,564,NA
BOF2012001.014.C,Homarus americanus,American lobster,17,19496,NA
BOF2012001.015.C,Doryteuthis pealeii,longfin inshore squid,13,715,NA
BOF2012001.016.C,Isodictya palmata,palmate sponge,1,31,NA
BOF2012001.017.C,Leucoraja erinacea,little skate,1,492,NA
BOF2012001.018.C,Lophius americanus,monkfish,1,16,NA
BOF2012001.019.C,Merluccius bilinearis,silver hake,698,38111,NA
BOF2012001.02.C,Microgadus tomcod,Atlantic tomcod,1,172,NA
BOF2012001.001.C,Myoxocephalus octodecemspinosus,longhorn sculpin,2,458,NA
BOF2012001.002.C,Mytilus edulis,blue mussel,1,10,NA
BOF2012001.003.C,Ophiopholis aculeata,daisy brittle star,67,201,NA
BOF2012001.004.C,Osmerus mordax,smelt,21,1176,NA
BOF2012001.005.C,Pandalus borealis,northern shrimp,3,36,NA
BOF2012001.006.C,Pandalus montagui,Montague shrimp,33,158,NA
BOF2012001.007.C,Peprilus triacanthus,butterfish,2,72,NA
BOF2012001.008.C,Placopecten magellanicus,deep sea scallop,20,281,NA
BOF2012001.009.C,Pseudopleuronectes americanus,winter flounder,248,16755,NA
BOF2012001.01.C,Strongylocentrotus droebachiensis,green sea urchin,7,280,NA
BOF2012001.011.C,Urophycis tenuis,white hake,1,234,NA
BOF2012001.012.B,Alosa pseudoharengus,alewife,17,1937,NA
BOF2012001.013.B,Aurelia aurita,moon jelly,1330,29550,NA
BOF2012001.014.B,Boltenia ovifera,stalked sea squirt,1,31,NA
BOF2012001.015.B,Clupea harengus,herring,3,46,NA
BOF2012001.016.B,Cucumaria frondosa,orange-footed sea cucumber,285,26780,NA
BOF2012001.017.B,Hippoglossoides platessoides,American plaice,1,30,NA
BOF2012001.018.B,Homarus americanus,American lobster,157,65300,NA
BOF2012001.019.B,Doryteuthis pealeii,longfin inshore squid,80,3016,NA
BOF2012001.02.B,Isodictya palmata,palmate sponge,2,399,NA
BOF2012001.021.B,Merluccius bilinearis,silver hake,98,5184,NA
BOF2012001.022.B,Metridium senile,frilled anemone,5,180,NA
BOF2012001.001.B,Myoxocephalus octodecemspinosus,longhorn sculpin,9,1734,NA
BOF2012001.002.B,Osmerus mordax,smelt,122,2955,NA
BOF2012001.003.B,Pandalus borealis,northern shrimp,1328,11060,NA
BOF2012001.004.B,Pandalus montagui,Montague shrimp,261,1325,NA
BOF2012001.005.B,Peprilus triacanthus,butterfish,2,63,NA
BOF2012001.006.B,Pseudopleuronectes americanus,winter flounder,44,2388,NA
BOF2012001.007.B,Urticina felina,northern red anemone,6,372,NA
BOF2012001.008.A,Alosa pseudoharengus,alewife,18,1334,NA
BOF2012001.009.A,Asterias vulgaris,northern sea star,16,570,NA
BOF2012001.01.A,Boltenia ovifera,stalked sea squirt,1,8,NA
BOF2012001.011.A,Buccinum undatum,waved whelk,4,80,NA
BOF2012001.012.A,Campanularia sp.,wine glass hydroid,1,3,NA
BOF2012001.013.A,Ciona intestinalis,sea vase,1,6,NA
BOF2012001.014.A,Clinocardium ciliatum,Iceland cockle,6,55,NA
BOF2012001.015.A,Crangon septemspinosa,sand shrimp,36,144,NA
BOF2012001.016.A,Cucumaria frondosa,orange-footed sea cucumber,12,1128,NA
BOF2012001.017.A,Didemnum sp.,northern white crust,1,5,NA
BOF2012001.018.A,Halichondria sp.,Halichondria sp.,1,41,NA
BOF2012001.019.A,Halocynthia pyriformis,sea peach,1,4,NA
BOF2012001.02.A,Henricia sanguinolenta,blood star,5,25,NA
BOF2012001.021.A,Homarus americanus,American lobster,10,5216,NA
BOF2012001.022.A,Hyas coarctatus,Atlantic lyre crab,1,5,NA
BOF2012001.023.A,Doryteuthis pealeii,longfin inshore squid,355,30835,NA
BOF2012001.024.A,Myoxocephalus octodecemspinosus,longhorn sculpin,7,119,NA
BOF2012001.025.A,Pagurus acadianus,Acadian hermit crab,1,15,NA
BOF2012001.026.A,Peprilus triacanthus,butterfish,5,318,NA
BOF2012001.001.A,Placopecten magellanicus,deep sea scallop,88,2235,NA
